video_name,type,frame_folder_path,num_frames,status,drive,source_real_video,face_source_id,num_related_fakes,num_related_reals
id0_id21_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0001,303,complete,J:,id21_0001,0,,1
id0_id21_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0002,350,complete,J:,id21_0002,0,,1
id0_id21_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0003,529,complete,J:,id21_0003,0,,1
id0_id21_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0004,326,complete,J:,id21_0004,0,,1
id0_id21_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0005,459,complete,J:,id21_0005,0,,1
id0_id21_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0006,534,complete,J:,id21_0006,0,,1
id0_id21_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0007,479,complete,J:,id21_0007,0,,1
id0_id21_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id21_0009,520,complete,J:,id21_0009,0,,1
id0_id23_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id23_0000,469,complete,J:,id23_0000,0,,1
id0_id23_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id23_0001,303,complete,J:,id23_0001,0,,1
id0_id23_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id23_0002,350,complete,J:,id23_0002,0,,1
id0_id23_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id23_0004,326,complete,J:,id23_0004,0,,1
id0_id23_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id23_0005,459,complete,J:,id23_0005,0,,1
id0_id23_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id23_0007,479,complete,J:,id23_0007,0,,1
id0_id23_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id23_0009,520,complete,J:,id23_0009,0,,1
id0_id26_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0000,469,complete,J:,id26_0000,0,,1
id0_id26_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0001,303,complete,J:,id26_0001,0,,1
id0_id26_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0002,350,complete,J:,id26_0002,0,,1
id0_id26_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0003,529,complete,J:,id26_0003,0,,1
id0_id26_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0004,326,complete,J:,id26_0004,0,,1
id0_id26_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0005,459,complete,J:,id26_0005,0,,1
id0_id26_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0006,534,complete,J:,id26_0006,0,,1
id0_id26_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0007,479,complete,J:,id26_0007,0,,1
id0_id26_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0008,464,complete,J:,id26_0008,0,,1
id0_id26_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id26_0009,520,complete,J:,id26_0009,0,,1
id0_id28_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0000,469,complete,J:,id28_0000,0,,1
id0_id28_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0001,303,complete,J:,id28_0001,0,,1
id0_id28_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0002,350,complete,J:,id28_0002,0,,1
id0_id28_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0003,529,complete,J:,id28_0003,0,,1
id0_id28_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0004,326,complete,J:,id28_0004,0,,1
id0_id28_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0005,459,complete,J:,id28_0005,0,,1
id0_id28_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0006,534,complete,J:,id28_0006,0,,1
id0_id28_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0007,479,complete,J:,id28_0007,0,,1
id0_id28_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0008,464,complete,J:,id28_0008,0,,1
id0_id28_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id28_0009,520,complete,J:,id28_0009,0,,1
id0_id2_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0000,469,complete,J:,id2_0000,0,,1
id0_id2_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0001,303,complete,J:,id2_0001,0,,1
id0_id2_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0002,350,complete,J:,id2_0002,0,,1
id0_id2_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0003,529,complete,J:,id2_0003,0,,1
id0_id2_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0004,326,complete,J:,id2_0004,0,,1
id0_id2_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0005,459,complete,J:,id2_0005,0,,1
id0_id2_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0006,534,complete,J:,id2_0006,0,,1
id0_id2_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0007,479,complete,J:,id2_0007,0,,1
id0_id2_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0008,464,complete,J:,id2_0008,0,,1
id0_id2_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id2_0009,520,complete,J:,id2_0009,0,,1
id0_id3_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0000,469,complete,J:,id3_0000,0,,1
id0_id3_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0001,303,complete,J:,id3_0001,0,,1
id0_id3_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0002,350,complete,J:,id3_0002,0,,1
id0_id3_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0003,529,complete,J:,id3_0003,0,,1
id0_id3_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0004,326,complete,J:,id3_0004,0,,1
id0_id3_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0005,459,complete,J:,id3_0005,0,,1
id0_id3_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0006,534,complete,J:,id3_0006,0,,1
id0_id3_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0007,479,complete,J:,id3_0007,0,,1
id0_id3_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0008,464,complete,J:,id3_0008,0,,1
id0_id3_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id3_0009,520,complete,J:,id3_0009,0,,1
id0_id4_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0000,469,complete,J:,id4_0000,0,,1
id0_id4_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0001,303,complete,J:,id4_0001,0,,1
id0_id4_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0002,350,complete,J:,id4_0002,0,,1
id0_id4_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0003,529,complete,J:,id4_0003,0,,1
id0_id4_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0004,326,complete,J:,id4_0004,0,,1
id0_id4_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0005,459,complete,J:,id4_0005,0,,1
id0_id4_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0006,534,complete,J:,id4_0006,0,,1
id0_id4_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id4_0009,520,complete,J:,id4_0009,0,,1
id0_id6_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id6_0000,469,complete,J:,id6_0000,0,,1
id0_id6_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id6_0001,303,complete,J:,id6_0001,0,,1
id0_id6_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id6_0002,350,complete,J:,id6_0002,0,,1
id0_id6_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id6_0006,534,complete,J:,id6_0006,0,,1
id0_id6_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id6_0007,479,complete,J:,id6_0007,0,,1
id0_id6_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id6_0009,520,complete,J:,id6_0009,0,,1
id0_id9_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0000,469,complete,J:,id9_0000,0,,1
id0_id9_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0001,303,complete,J:,id9_0001,0,,1
id0_id9_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0002,350,complete,J:,id9_0002,0,,1
id0_id9_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0003,529,complete,J:,id9_0003,0,,1
id0_id9_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0005,459,complete,J:,id9_0005,0,,1
id0_id9_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0006,534,complete,J:,id9_0006,0,,1
id0_id9_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0007,479,complete,J:,id9_0007,0,,1
id0_id9_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0008,464,complete,J:,id9_0008,0,,1
id0_id9_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id0_id9_0009,520,complete,J:,id9_0009,0,,1
id10_0000,real,H:\Celeb-real FRAMES\id10_0000,239,complete,H:,,,1,
id10_0001,real,H:\Celeb-real FRAMES\id10_0001,145,complete,H:,,,3,
id10_0002,real,H:\Celeb-real FRAMES\id10_0002,322,complete,H:,,,2,
id10_0003,real,H:\Celeb-real FRAMES\id10_0003,351,complete,H:,,,2,
id10_0004,real,H:\Celeb-real FRAMES\id10_0004,517,complete,H:,,,3,
id10_0005,real,H:\Celeb-real FRAMES\id10_0005,318,complete,H:,,,3,
id10_0006,real,H:\Celeb-real FRAMES\id10_0006,172,complete,H:,,,1,
id10_0007,real,H:\Celeb-real FRAMES\id10_0007,502,complete,H:,,,2,
id10_0008,real,H:\Celeb-real FRAMES\id10_0008,380,complete,H:,,,1,
id10_0009,real,H:\Celeb-real FRAMES\id10_0009,535,complete,H:,,,1,
id10_id11_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0001,105,complete,J:,id11_0001,10,,1
id10_id11_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0002,322,complete,J:,id11_0002,10,,1
id10_id11_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0003,343,complete,J:,id11_0003,10,,1
id10_id11_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0004,517,complete,J:,id11_0004,10,,1
id10_id11_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0005,318,complete,J:,id11_0005,10,,1
id10_id11_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0006,161,complete,J:,id11_0006,10,,1
id10_id11_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0007,496,complete,J:,id11_0007,10,,1
id10_id11_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id11_0008,380,complete,J:,id11_0008,10,,1
id10_id12_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0001,105,complete,J:,id12_0001,10,,1
id10_id12_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0002,322,complete,J:,id12_0002,10,,1
id10_id12_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0003,343,complete,J:,id12_0003,10,,1
id10_id12_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0004,517,complete,J:,id12_0004,10,,1
id10_id12_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0005,318,complete,J:,id12_0005,10,,1
id10_id12_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0006,161,complete,J:,id12_0006,10,,1
id10_id12_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0007,496,complete,J:,id12_0007,10,,0
id10_id12_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id12_0008,380,complete,J:,id12_0008,10,,0
id10_id13_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0001,105,complete,J:,id13_0001,10,,1
id10_id13_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0002,322,complete,J:,id13_0002,10,,1
id10_id13_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0003,343,complete,J:,id13_0003,10,,1
id10_id13_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0004,517,complete,J:,id13_0004,10,,1
id10_id13_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0005,318,complete,J:,id13_0005,10,,1
id10_id13_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0006,161,complete,J:,id13_0006,10,,1
id10_id13_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0007,496,complete,J:,id13_0007,10,,1
id10_id13_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id13_0008,380,complete,J:,id13_0008,10,,1
id10_id7_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0001,105,complete,J:,id7_0001,10,,1
id10_id7_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0002,322,complete,J:,id7_0002,10,,1
id10_id7_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0003,343,complete,J:,id7_0003,10,,1
id10_id7_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0004,517,complete,J:,id7_0004,10,,1
id10_id7_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0005,318,complete,J:,id7_0005,10,,1
id10_id7_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0006,161,complete,J:,id7_0006,10,,1
id10_id7_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0007,496,complete,J:,id7_0007,10,,1
id10_id7_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0008,380,complete,J:,id7_0008,10,,1
id10_id7_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id10_id7_0009,535,complete,J:,id7_0009,10,,1
id11_0000,real,H:\Celeb-real FRAMES\id11_0000,373,complete,H:,,,1,
id11_0001,real,H:\Celeb-real FRAMES\id11_0001,441,complete,H:,,,2,
id11_0002,real,H:\Celeb-real FRAMES\id11_0002,357,complete,H:,,,2,
id11_0003,real,H:\Celeb-real FRAMES\id11_0003,313,complete,H:,,,1,
id11_0004,real,H:\Celeb-real FRAMES\id11_0004,350,complete,H:,,,2,
id11_0005,real,H:\Celeb-real FRAMES\id11_0005,327,complete,H:,,,2,
id11_0006,real,H:\Celeb-real FRAMES\id11_0006,316,complete,H:,,,2,
id11_0007,real,H:\Celeb-real FRAMES\id11_0007,320,complete,H:,,,2,
id11_0008,real,H:\Celeb-real FRAMES\id11_0008,371,complete,H:,,,1,
id11_0009,real,H:\Celeb-real FRAMES\id11_0009,397,complete,H:,,,1,
id11_0010,real,H:\Celeb-real FRAMES\id11_0010,330,complete,H:,,,0,
id11_id7_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0000,349,complete,J:,id7_0000,11,,1
id11_id7_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0001,441,complete,J:,id7_0001,11,,1
id11_id7_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0002,357,complete,J:,id7_0002,11,,1
id11_id7_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0003,313,complete,J:,id7_0003,11,,1
id11_id7_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0004,337,complete,J:,id7_0004,11,,1
id11_id7_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0005,327,complete,J:,id7_0005,11,,1
id11_id7_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0006,316,complete,J:,id7_0006,11,,1
id11_id7_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0007,320,complete,J:,id7_0007,11,,1
id11_id7_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0008,371,complete,J:,id7_0008,11,,1
id11_id7_0009,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0009,397,complete,J:,id7_0009,11,,1
id11_id7_0010,fake,J:\DF\FR\Celeb-synthesis FRAMES\id11_id7_0010,330,complete,J:,id7_0010,11,,0
id12_0000,real,H:\Celeb-real FRAMES\id12_0000,376,complete,H:,,,1,
id12_0001,real,H:\Celeb-real FRAMES\id12_0001,398,complete,H:,,,1,
id12_0002,real,H:\Celeb-real FRAMES\id12_0002,364,complete,H:,,,2,
id12_0003,real,H:\Celeb-real FRAMES\id12_0003,379,complete,H:,,,1,
id12_0004,real,H:\Celeb-real FRAMES\id12_0004,339,complete,H:,,,2,
id12_0005,real,H:\Celeb-real FRAMES\id12_0005,314,complete,H:,,,2,
id12_0006,real,H:\Celeb-real FRAMES\id12_0006,308,complete,H:,,,1,
id12_id10_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id10_0001,398,complete,J:,id10_0001,12,,1
id12_id10_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id10_0002,364,complete,J:,id10_0002,12,,1
id12_id10_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id10_0004,339,complete,J:,id10_0004,12,,1
id12_id10_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id10_0005,314,complete,J:,id10_0005,12,,1
id12_id10_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id10_0006,308,complete,J:,id10_0006,12,,1
id12_id7_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id7_0000,376,complete,J:,id7_0000,12,,1
id12_id7_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id7_0001,398,complete,J:,id7_0001,12,,1
id12_id7_0002,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id7_0002,364,complete,J:,id7_0002,12,,1
id12_id7_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id7_0004,339,complete,J:,id7_0004,12,,1
id12_id7_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id7_0005,314,complete,J:,id7_0005,12,,1
id12_id7_0006,fake,J:\DF\FR\Celeb-synthesis FRAMES\id12_id7_0006,308,complete,J:,id7_0006,12,,1
id13_0000,real,H:\Celeb-real FRAMES\id13_0000,327,complete,H:,,,1,
id13_0001,real,H:\Celeb-real FRAMES\id13_0001,349,complete,H:,,,2,
id13_0002,real,H:\Celeb-real FRAMES\id13_0002,400,complete,H:,,,2,
id13_0003,real,H:\Celeb-real FRAMES\id13_0003,340,complete,H:,,,1,
id13_0004,real,H:\Celeb-real FRAMES\id13_0004,352,complete,H:,,,2,
id13_0005,real,H:\Celeb-real FRAMES\id13_0005,309,complete,H:,,,2,
id13_0006,real,H:\Celeb-real FRAMES\id13_0006,333,complete,H:,,,2,
id13_0007,real,H:\Celeb-real FRAMES\id13_0007,452,complete,H:,,,2,
id13_0008,real,H:\Celeb-real FRAMES\id13_0008,459,complete,H:,,,1,
id13_0009,real,H:\Celeb-real FRAMES\id13_0009,435,complete,H:,,,1,
id13_0010,real,H:\Celeb-real FRAMES\id13_0010,332,complete,H:,,,0,
id13_0011,real,H:\Celeb-real FRAMES\id13_0011,466,complete,H:,,,0,
id13_0012,real,H:\Celeb-real FRAMES\id13_0012,510,complete,H:,,,0,
id13_0013,real,H:\Celeb-real FRAMES\id13_0013,459,complete,H:,,,0,
id13_0014,real,H:\Celeb-real FRAMES\id13_0014,390,complete,H:,,,0,
id13_0015,real,H:\Celeb-real FRAMES\id13_0015,489,complete,H:,,,0,
id13_id10_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0000,327,complete,J:,id10_0000,13,,1
id13_id10_0001,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0001,349,complete,J:,id10_0001,13,,1
id13_id10_0003,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0003,340,complete,J:,id10_0003,13,,1
id13_id10_0004,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0004,352,complete,J:,id10_0004,13,,1
id13_id10_0005,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0005,309,complete,J:,id10_0005,13,,1
id13_id10_0007,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0007,452,complete,J:,id10_0007,13,,1
id13_id10_0008,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0008,459,complete,J:,id10_0008,13,,1
id13_id10_0011,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0011,466,complete,J:,id10_0011,13,,0
id13_id10_0012,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0012,510,complete,J:,id10_0012,13,,0
id13_id10_0014,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0014,390,complete,J:,id10_0014,13,,0
id13_id10_0015,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id10_0015,489,complete,J:,id10_0015,13,,0
id13_id7_0000,fake,J:\DF\FR\Celeb-synthesis FRAMES\id13_id7_0000,327,complete,J:,id7_0000,13,,1
