dataset,folder,video_name,png_count,first_file,last_file,file_pattern,has_gaps,status,full_path
DFD,DFD_original sequences,05__walk_down_hall_angry,197,frame_000000.png,frame_000588.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\05__walk_down_hall_angry
DFD,DFD_original sequences,06__exit_phone_room,99,frame_000000.png,frame_000294.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__exit_phone_room
DFD,DFD_original sequences,06__hugging_happy,294,frame_000000.png,frame_000879.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__hugging_happy
DFD,DFD_original sequences,06__kitchen_pan,241,frame_000000.png,frame_000720.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__kitchen_pan
DFD,DFD_original sequences,06__kitchen_still,305,frame_000000.png,frame_000912.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__kitchen_still
DFD,DFD_original sequences,06__outside_talking_pan_laughing,226,frame_000000.png,frame_000675.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__outside_talking_pan_laughing
DFD,DFD_original sequences,06__outside_talking_still_laughing,282,frame_000000.png,frame_000843.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__outside_talking_still_laughing
DFD,DFD_original sequences,06__podium_speech_happy,419,frame_000000.png,frame_001254.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__podium_speech_happy
DFD,DFD_original sequences,06__talking_against_wall,282,frame_000000.png,frame_000843.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__talking_against_wall
DFD,DFD_original sequences,06__talking_angry_couch,395,frame_000000.png,frame_001182.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__talking_angry_couch
DFD,DFD_original sequences,06__walking_and_outside_surprised,339,frame_000000.png,frame_001014.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__walking_and_outside_surprised
DFD,DFD_original sequences,06__walking_down_indoor_hall_disgust,458,frame_000000.png,frame_001371.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__walking_down_indoor_hall_disgust
DFD,DFD_original sequences,06__walking_down_street_outside_angry,251,frame_000000.png,frame_000750.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__walking_down_street_outside_angry
DFD,DFD_original sequences,06__walking_outside_cafe_disgusted,119,frame_000000.png,frame_000354.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__walking_outside_cafe_disgusted
DFD,DFD_original sequences,06__walk_down_hall_angry,149,frame_000000.png,frame_000444.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\06__walk_down_hall_angry
DFD,DFD_original sequences,07__exit_phone_room,163,frame_000000.png,frame_000486.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__exit_phone_room
DFD,DFD_original sequences,07__hugging_happy,292,frame_000000.png,frame_000873.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__hugging_happy
DFD,DFD_original sequences,07__kitchen_pan,193,frame_000000.png,frame_000576.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__kitchen_pan
DFD,DFD_original sequences,07__kitchen_still,280,frame_000000.png,frame_000837.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__kitchen_still
DFD,DFD_original sequences,07__outside_talking_pan_laughing,240,frame_000000.png,frame_000717.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__outside_talking_pan_laughing
DFD,DFD_original sequences,07__outside_talking_still_laughing,287,frame_000000.png,frame_000858.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__outside_talking_still_laughing
DFD,DFD_original sequences,07__podium_speech_happy,371,frame_000000.png,frame_001110.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__podium_speech_happy
DFD,DFD_original sequences,07__secret_conversation,332,frame_000000.png,frame_000993.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__secret_conversation
DFD,DFD_original sequences,07__talking_against_wall,277,frame_000000.png,frame_000828.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__talking_against_wall
DFD,DFD_original sequences,07__talking_angry_couch,540,frame_000000.png,frame_001617.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__talking_angry_couch
DFD,DFD_original sequences,07__walking_down_street_outside_angry,262,frame_000000.png,frame_000783.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__walking_down_street_outside_angry
DFD,DFD_original sequences,07__walking_outside_cafe_disgusted,190,frame_000000.png,frame_000567.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__walking_outside_cafe_disgusted
DFD,DFD_original sequences,07__walk_down_hall_angry,242,frame_000000.png,frame_000723.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\07__walk_down_hall_angry
DFD,DFD_original sequences,08__exit_phone_room,128,frame_000000.png,frame_000381.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__exit_phone_room
DFD,DFD_original sequences,08__kitchen_pan,214,frame_000000.png,frame_000639.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__kitchen_pan
DFD,DFD_original sequences,08__kitchen_still,339,frame_000000.png,frame_001014.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__kitchen_still
DFD,DFD_original sequences,08__outside_talking_pan_laughing,233,frame_000000.png,frame_000696.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__outside_talking_pan_laughing
DFD,DFD_original sequences,08__outside_talking_still_laughing,295,frame_000000.png,frame_000882.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__outside_talking_still_laughing
DFD,DFD_original sequences,08__podium_speech_happy,365,frame_000000.png,frame_001092.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__podium_speech_happy
DFD,DFD_original sequences,08__talking_against_wall,367,frame_000000.png,frame_001098.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__talking_against_wall
DFD,DFD_original sequences,08__walking_down_street_outside_angry,232,frame_000000.png,frame_000693.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__walking_down_street_outside_angry
DFD,DFD_original sequences,08__walking_outside_cafe_disgusted,140,frame_000000.png,frame_000417.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__walking_outside_cafe_disgusted
DFD,DFD_original sequences,08__walk_down_hall_angry,152,frame_000000.png,frame_000453.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\08__walk_down_hall_angry
DFD,DFD_original sequences,09__exit_phone_room,146,frame_000000.png,frame_000435.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__exit_phone_room
DFD,DFD_original sequences,09__kitchen_pan,235,frame_000000.png,frame_000702.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__kitchen_pan
DFD,DFD_original sequences,09__outside_talking_pan_laughing,274,frame_000000.png,frame_000819.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__outside_talking_pan_laughing
DFD,DFD_original sequences,09__outside_talking_still_laughing,314,frame_000000.png,frame_000939.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__outside_talking_still_laughing
DFD,DFD_original sequences,09__podium_speech_happy,341,frame_000000.png,frame_001020.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__podium_speech_happy
DFD,DFD_original sequences,09__talking_against_wall,325,frame_000000.png,frame_000972.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__talking_against_wall
DFD,DFD_original sequences,09__talking_angry_couch,442,frame_000000.png,frame_001323.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__talking_angry_couch
DFD,DFD_original sequences,09__walking_down_street_outside_angry,185,frame_000000.png,frame_000552.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__walking_down_street_outside_angry
DFD,DFD_original sequences,09__walk_down_hall_angry,154,frame_000000.png,frame_000459.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\09__walk_down_hall_angry
DFD,DFD_original sequences,10__exit_phone_room,108,frame_000000.png,frame_000321.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__exit_phone_room
DFD,DFD_original sequences,10__kitchen_pan,253,frame_000000.png,frame_000756.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__kitchen_pan
DFD,DFD_original sequences,10__kitchen_still,297,frame_000000.png,frame_000888.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__kitchen_still
DFD,DFD_original sequences,10__outside_talking_pan_laughing,266,frame_000000.png,frame_000795.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__outside_talking_pan_laughing
DFD,DFD_original sequences,10__outside_talking_still_laughing,264,frame_000000.png,frame_000789.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__outside_talking_still_laughing
DFD,DFD_original sequences,10__podium_speech_happy,333,frame_000000.png,frame_000996.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__podium_speech_happy
DFD,DFD_original sequences,10__talking_against_wall,342,frame_000000.png,frame_001023.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__talking_against_wall
DFD,DFD_original sequences,10__talking_angry_couch,472,frame_000000.png,frame_001413.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__talking_angry_couch
DFD,DFD_original sequences,10__walking_down_street_outside_angry,334,frame_000000.png,frame_000999.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__walking_down_street_outside_angry
DFD,DFD_original sequences,10__walking_outside_cafe_disgusted,345,frame_000000.png,frame_001032.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__walking_outside_cafe_disgusted
DFD,DFD_original sequences,10__walk_down_hall_angry,292,frame_000000.png,frame_000873.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\10__walk_down_hall_angry
DFD,DFD_original sequences,11__exit_phone_room,273,frame_000000.png,frame_000816.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__exit_phone_room
DFD,DFD_original sequences,11__kitchen_pan,240,frame_000000.png,frame_000717.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__kitchen_pan
DFD,DFD_original sequences,11__kitchen_still,267,frame_000000.png,frame_000798.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__kitchen_still
DFD,DFD_original sequences,11__outside_talking_pan_laughing,248,frame_000000.png,frame_000741.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__outside_talking_pan_laughing
DFD,DFD_original sequences,11__outside_talking_still_laughing,265,frame_000000.png,frame_000792.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__outside_talking_still_laughing
DFD,DFD_original sequences,11__podium_speech_happy,398,frame_000000.png,frame_001191.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__podium_speech_happy
DFD,DFD_original sequences,11__secret_conversation,320,frame_000000.png,frame_000957.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__secret_conversation
DFD,DFD_original sequences,11__talking_against_wall,294,frame_000000.png,frame_000879.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__talking_against_wall
DFD,DFD_original sequences,11__talking_angry_couch,540,frame_000000.png,frame_001617.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__talking_angry_couch
DFD,DFD_original sequences,11__walking_down_street_outside_angry,370,frame_000000.png,frame_001107.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__walking_down_street_outside_angry
DFD,DFD_original sequences,11__walking_outside_cafe_disgusted,250,frame_000000.png,frame_000747.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__walking_outside_cafe_disgusted
DFD,DFD_original sequences,11__walk_down_hall_angry,285,frame_000000.png,frame_000852.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\11__walk_down_hall_angry
DFD,DFD_original sequences,12__exit_phone_room,298,frame_000000.png,frame_000891.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\12__exit_phone_room
DFD,DFD_original sequences,12__hugging_happy,311,frame_000000.png,frame_000930.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\12__hugging_happy
DFD,DFD_original sequences,12__kitchen_pan,243,frame_000000.png,frame_000726.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\12__kitchen_pan
DFD,DFD_original sequences,12__kitchen_still,272,frame_000000.png,frame_000813.png,frame_6digit_absolute,False,ok,F:\DFD_preprocessed\frames\DFD_original sequences\12__kitchen_still
