video_name,true_label,predicted_label,confidence,num_frames,status
duvyaxbzvp,fake,real,0.15506607294082642,10,success
duycddgtrl,real,real,9.450414654565975e-05,10,success
duzuusuajr,fake,fake,0.9978206157684326,10,success
dvakowbgbt,fake,real,5.880772732780315e-05,10,success
dvumqqhoac,fake,real,0.09795206785202026,10,success
dwediigjit,fake,real,8.006395546544809e-06,10,success
dxbqjxrhin,real,real,0.0008942073909565806,10,success
dxuliowugt,fake,real,0.0028325419407337904,10,success
dxuplhwvig,fake,real,1.4893602383381221e-05,10,success
dzieklokdr,fake,real,1.9532328224158846e-05,10,success
dzqwgqewhu,fake,real,0.029785294085741043,10,success
dzvyfiarrq,fake,real,2.741891194091295e-06,10,success
dzwkmcwkwl,fake,real,0.00256499950774014,10,success
dzyuwjkjui,real,real,0.00734370993450284,10,success
eahlqmfvtj,fake,real,0.3348349928855896,10,success
eajlrktemq,fake,real,1.2609536952368217e-06,10,success
ebchwmwayp,fake,real,4.026343594887294e-05,10,success
ebebgmtlcu,fake,fake,0.9567638635635376,10,success
ebeknhudxq,fake,fake,0.995881199836731,10,success
ebkzwjgjhq,fake,real,0.003978566732257605,10,success
ebywfrmhtd,fake,real,4.616850219463231e-06,10,success
eckvhdusax,real,real,1.0797121831274126e-05,10,success
ecnihjlfyt,fake,fake,0.9171059131622314,10,success
ecujsjhscd,real,real,4.825568794331048e-06,10,success
ecuvtoltue,fake,real,2.0490895622060634e-05,10,success
ecwaxgutkc,fake,real,4.900477142655291e-05,10,success
eczrseixwq,fake,fake,0.9994558691978455,10,success
edyncaijwx,real,real,0.0004765401827171445,10,success
eebrkicpry,fake,real,6.80278244544752e-05,10,success
eebserckhh,fake,real,6.166130333440378e-05,10,success
eejswgycjc,fake,fake,0.9799899458885193,10,success
eekozbeafq,fake,real,0.0019234612118452787,10,success
eepezmygaq,fake,real,0.00020823066006414592,10,success
eeyhxisdfh,fake,real,0.0031128237023949623,10,success
efdyrflcpg,fake,real,0.000288006936898455,10,success
efwfxwwlbw,real,real,2.779445276246406e-05,10,success
egbbcxcuqy,fake,fake,0.9999001026153564,10,success
eggbjzxnmg,real,fake,0.866158127784729,10,success
egghxjjmfg,real,real,4.785806595464237e-06,10,success
ehbnclaukr,fake,real,0.13138347864151,10,success
ehccixxzoe,real,real,0.0014373487792909145,10,success
ehdkmxgtxh,fake,real,4.5700580812990665e-05,10,success
ehevsxtecd,fake,real,0.005005154758691788,10,success
ehfiekigla,fake,fake,0.9961256384849548,10,success
ehieahnhte,fake,real,0.0014508516760542989,10,success
ehtdtkmmli,real,real,0.0007993055041879416,10,success
eiriyukqqy,fake,fake,0.9999198913574219,10,success
eivxffliio,fake,real,4.017090304841986e-06,10,success
eiwopxzjfn,fake,real,0.019971422851085663,10,success
eixwxvxbbn,fake,fake,0.9998804330825806,10,success
ejkqesyvam,fake,real,0.0016208752058446407,10,success
ekcrtigpab,real,real,3.761717744055204e-05,10,success
ekhacizpah,fake,real,1.2436368024282274e-06,10,success
ekkdjkirzq,fake,real,0.00011803237430285662,10,success
elginszwtk,fake,real,0.24166862666606903,10,success
ellavthztb,real,real,1.1020957572327461e-05,10,success
elvvackpjh,fake,fake,0.9652610421180725,10,success
emaalmsonj,fake,real,0.1912543922662735,10,success
emfbhytfhc,fake,real,0.002795550273731351,10,success
emgjphonqb,fake,real,1.2463509619919932e-06,10,success
ensyyivobf,fake,real,7.206166628748178e-05,10,success
eprybmbpba,fake,real,0.04557434841990471,10,success
epymyyiblu,fake,fake,0.9784103035926819,10,success
eqjscdagiv,fake,real,0.0010989001020789146,10,success
eqnoqyfquo,real,real,8.166404586518183e-05,10,success
eqvuznuwsa,fake,real,7.058068877086043e-05,10,success
erlvuvjsjf,real,real,3.106249278062023e-05,10,success
erqgqacbqe,fake,fake,0.999738872051239,10,success
errocgcham,fake,real,7.853077113395557e-05,10,success
esckbnkkvb,fake,real,1.1304559848213103e-05,10,success
esgftaficx,fake,real,0.023879580199718475,10,success
esnntzzajv,fake,real,0.1560574173927307,10,success
esxrvsgpvb,fake,real,6.848723569419235e-05,10,success
esyrimvzsa,fake,real,0.2734246551990509,10,success
etdcqxabww,fake,real,0.04596870765089989,10,success
etejaapnxh,fake,fake,0.8540627956390381,10,success
etmcruaihe,fake,real,3.344887545608799e-06,10,success
etohcvnzbj,fake,real,4.074505795870209e-06,10,success
eudeqjhdfd,real,real,0.011006036773324013,10,success
eukvucdetx,fake,real,2.028328708547633e-06,10,success
